genero_consultado,key,scientificName,species,taxonKey,speciesKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year,basisOfRecord,datasetName,level1Name,countryCode
Alouatta,6130904695,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-10.733186,-62.222071,196.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6133325831,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.235792,-60.002412,,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6431360850,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-11.759639,-70.811995,312437.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6163104722,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.578845,-72.676214,4.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6170926287,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-4.406028,-73.397375,,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6171268066,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.548419,-72.345426,58523.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6519351936,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,3.17279,-73.8752,350.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6178654595,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.235772,-60.022586,4.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6178851999,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.23585,-60.002153,4.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6184891994,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.237285,-73.725029,31.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6185162926,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.236856,-73.724861,61.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6185539394,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.237765,-73.724795,31.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6185567732,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.237156,-73.725041,31.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6469696424,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.237029,-73.724881,61.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6195982596,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.569266,-70.100116,18.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6399798607,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.117733,-74.564638,1888.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6413258593,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.095459,-60.440825,,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6470642520,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.52012,-68.979642,,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6320626368,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.234495,-60.017925,4.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6320755937,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.10318,-60.431953,8.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6320825484,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-11.634716,-62.07508,16.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6399580873,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.793358,-69.289105,2011.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6413036517,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-10.049951,-68.157172,40737.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6430882550,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-4.36042,-73.29901,31407.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6441974562,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-11.059594,-69.578758,7.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6431047420,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-5.247587,-74.37658,4.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6479239041,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-4.507101,-66.724974,474.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6498609431,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-5.279441,-74.425381,244.0,2026,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6188679857,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.062516,-64.849814,20000.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5076986559,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-11.486781,-58.757691,1092.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5087177527,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.512747,-68.975388,4.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6273996665,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.069435,-69.764211,469414.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5108308760,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.932002,-69.272794,209.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5108414805,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.813442,-69.279184,2565.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5133109035,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.569953,-72.705123,375.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5133170108,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.579998,-72.649193,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5133944074,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-11.222693,-61.300896,8.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5134913605,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.747833,-72.237067,1525.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5293130437,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.813442,-69.279184,2565.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5938310660,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.520962,-71.179371,758.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6528807452,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.60288,-72.48086,,2025,HUMAN_OBSERVATION,YAIRE MONOCHOA,,CO
Alouatta,6528807453,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.60754,-72.48121,,2025,HUMAN_OBSERVATION,YAIRE MONOCHOA,,CO
Alouatta,5140068834,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-13.124109,-69.614357,375.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5839913553,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.658134,-69.154129,53118.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5917205558,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.556988,-72.887054,5.0,2025,HUMAN_OBSERVATION,"Expedición BIO al sistema lagunar y fluvial del bajo río Guayabero y alto río Guaviare - Naturaleza, Paz y Territorio",,CO
Alouatta,5917205685,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.890789,-72.094758,5.0,2025,HUMAN_OBSERVATION,"Expedición BIO al sistema lagunar y fluvial del bajo río Guayabero y alto río Guaviare - Naturaleza, Paz y Territorio",,CO
Alouatta,5917205694,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.579276,-72.8662,5.0,2025,HUMAN_OBSERVATION,"Expedición BIO al sistema lagunar y fluvial del bajo río Guayabero y alto río Guaviare - Naturaleza, Paz y Territorio",,CO
Alouatta,5917205744,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.555375,-72.664344,5.0,2025,HUMAN_OBSERVATION,"Expedición BIO al sistema lagunar y fluvial del bajo río Guayabero y alto río Guaviare - Naturaleza, Paz y Territorio",,CO
Alouatta,5168062241,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-9.874706,-56.066143,199.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5168493667,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-9.874706,-56.066143,199.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5177054234,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-10.337049,-62.60398,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5917205748,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.663615,-72.536737,5.0,2025,HUMAN_OBSERVATION,"Expedición BIO al sistema lagunar y fluvial del bajo río Guayabero y alto río Guaviare - Naturaleza, Paz y Territorio",,CO
Alouatta,6133374502,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-4.388954,-73.257242,108.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6334703829,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-4.294865,-73.287937,61.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5199192331,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.234041,-60.012571,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5216963212,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-10.959963,-69.67805,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6133289231,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-10.933147,-69.918763,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6236301442,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-4.201929,-70.156212,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6452474795,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.040335,-71.723036,64695.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6469765585,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-2.982237,-65.159258,1016.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5293042729,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.221953,-59.996883,212.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6133055004,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.226637,-60.003625,13.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6133055926,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-4.304411,-73.303156,4.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6133237088,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.547904,-73.0533,2628.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5282113158,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.779638,-70.358368,9672.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5292464003,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-10.742018,-62.213227,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5293284921,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-10.724487,-62.239004,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5759558255,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.749324,-70.361909,6138.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5827392590,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.003882,-59.940264,246.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5830404697,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.199423,-73.798872,643.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5830974797,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.207281,-73.776571,2439.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5837858797,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.237249,-73.845291,6063.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5837872661,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.203002,-73.80044,131.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5837953399,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.237249,-73.845291,6063.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5838040968,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.203002,-73.80044,131.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6131535333,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.775706,-70.351135,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6133098767,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-4.347104,-73.245811,31407.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6133217993,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.519272,-72.500732,29325.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6133239596,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.775809,-70.357909,211.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5830765801,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.776568,-70.350808,238.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5838002945,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.776611,-70.351095,231.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6130121362,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.213975,-73.829785,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6133110697,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-9.942023,-56.12075,9.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6133272342,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.777228,-70.351032,186.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6133555622,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-9.942108,-56.120758,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6413026763,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-8.547682,-70.981483,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6413404921,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.226112,-60.003244,283.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5840513812,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.606865,-69.080137,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5936331634,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.603181,-69.047736,409.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5936368806,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.776708,-70.350763,9.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,6133072908,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.624855,-71.215027,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6133458029,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-9.974025,-67.809819,41591.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,5892268565,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.877947,-69.412872,250.0,2025,HUMAN_OBSERVATION,,,PE
Alouatta,5896997491,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-13.09553,-69.580994,250.0,2025,HUMAN_OBSERVATION,,,PE
Alouatta,6133345571,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-0.718651,-67.236789,1953.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6147438000,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-13.00199,-69.507697,1385.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5935263868,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.80485,-69.2932,,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,5935663694,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.836145,-69.294388,4.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6131060021,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-4.202721,-70.155944,61.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6133146616,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-5.254377,-74.399487,15.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6133335071,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-5.254303,-74.399498,15.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6133387683,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-5.254335,-74.399519,15.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,6133456831,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-11.566487,-61.488561,6.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6133463278,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-5.254436,-74.39953,244.0,2025,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,4510295317,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-11.039683,-61.930025,,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,4510484335,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-11.039741,-61.930028,,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,4516746540,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-11.008427,-62.871293,,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,4901958662,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-3.774405,-70.375062,4.0,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,4926325211,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,-3.095939,-60.438613,4.0,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,4535895548,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-12.045658,-69.675821,200.0,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,4901473893,"Alouatta seniculus juara Elliot, 1910",Alouatta seniculus,4267231,2436648,1.271862,-70.190558,,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,4994397277,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,1.271862,-70.190558,40.0,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5087073606,"Alouatta seniculus puruensis Lönnberg, 1941",Alouatta seniculus,5786096,2436648,-11.593243,-61.81323,,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Alouatta,6413332361,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,1.261322,-70.186181,20.0,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,4535942271,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-12.536113,-69.049653,4.0,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,PE
Alouatta,4901979153,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,2.831634,-72.083303,61.0,2024,HUMAN_OBSERVATION,iNaturalist research-grade observations,,CO
Alouatta,5284165322,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-2.1395,-59.973325,,2024,HUMAN_OBSERVATION,TNE|Monitoramento de mastofauna da linha de transmissão 500 kV Manaus–Boa Vista e subestações associadas - Campanha 1,,BR
Alouatta,5908492761,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.11155,-60.66755,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908493461,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.111531,-60.667531,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908493517,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-1.972293,-60.051622,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908493618,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.11138,-60.666479,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908493621,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.11155,-60.66755,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908494184,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.11155,-60.66755,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908494190,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.11155,-60.66755,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908494703,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.11155,-60.66755,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908494718,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-1.972293,-60.051622,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908495148,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.11155,-60.66755,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908495204,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.11155,-60.66755,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
Alouatta,5908495214,"Alouatta seniculus (Linnaeus, 1766)",Alouatta seniculus,2436648,2436648,-0.11155,-60.66755,,2024,HUMAN_OBSERVATION,TNE|Dados do Programa de Resgate e Afugentamento de Fauna da Linha de Transmissão 500 kV Manaus – Boa Vista,,BR
