genero_consultado,key,scientificName,species,taxonKey,speciesKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year,basisOfRecord,datasetName,level1Name,countryCode
Ateles,3902559850,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.633139,-55.920242,31227.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3902895706,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.876046,-55.563263,31115.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3903162485,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.716047,-55.919996,31227.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3903298187,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.401163,-55.943843,31236.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3903402257,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.493156,-55.928602,31236.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4009925554,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.625959,-56.175988,66099.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4096524655,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.890266,-55.544212,31115.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4414058279,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.499824,-55.916337,31236.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6133526419,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.964819,-55.512105,31115.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6133603648,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.352591,-55.879528,31245.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3903246232,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.47062,-55.917889,31236.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4054912803,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.959936,-56.074622,31218.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4535674921,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.565677,-55.967691,31236.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4400466712,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.471575,-55.906411,31236.0,2022,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3456465191,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.946304,-55.583059,31115.0,2020,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3759807410,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.700755,-55.396803,31126.0,2020,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6178281353,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.5981,-55.932,,2020,HUMAN_OBSERVATION,,,BR
Ateles,6178281529,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.5981,-55.932,,2020,HUMAN_OBSERVATION,,,BR
Ateles,2802604632,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.576911,-55.803354,31236.0,2020,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6510279003,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.849444,-55.549167,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510523613,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.849444,-55.549167,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510892541,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.834444,-55.498611,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6511315510,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.834444,-55.501667,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510093729,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.306944,-55.456389,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510137339,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.390278,-55.473333,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510181274,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.366944,-55.460278,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510260869,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.488333,-55.419444,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510309830,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.488333,-55.419444,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510469492,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.428333,-55.542222,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510685039,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.469444,-55.424444,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510807297,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.849444,-55.549167,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510883281,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.849444,-55.549167,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6510921270,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.834444,-55.501667,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6511191968,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.366111,-55.458889,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6511225667,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.834444,-55.498611,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6511301936,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.430278,-55.544167,,2019,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,2574102875,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.569293,-55.848764,31236.0,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,2273236710,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.202403,-56.027846,31245.0,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,5087742145,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.133221,-56.490382,31254.0,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,2397485837,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.515292,-55.857425,31236.0,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,2611386372,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-7.199862,-55.724125,31331.0,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,2850923574,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.591472,-55.956153,31236.0,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,5007729051,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.598037,-55.839529,31236.0,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,2429547466,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.969839,-55.599785,31115.0,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,2429549223,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.925935,-55.474106,31115.0,2019,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3456495254,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.894036,-55.417871,31115.0,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3058990986,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.19079,-56.553153,31254.0,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3802311643,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.860887,-56.035636,31218.0,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4607259160,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.903009,-55.415658,31115.0,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4442573977,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-6.186015,-56.450746,122818.0,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3457004629,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.295868,-55.894289,31245.0,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3109391526,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.854702,-55.542307,31115.0,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3109420537,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.996218,-55.536605,31115.0,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3109424584,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.943941,-55.489419,31115.0,2018,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6178943428,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.996609,-55.435329,31115.0,2017,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,1584430803,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.940081,-55.552714,31115.0,2017,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6398907641,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.585579,-55.947877,31236.0,2016,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4022079069,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.859614,-55.52926,31115.0,2016,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4022273786,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-11.999712,-55.451474,31115.0,2016,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,2850827281,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.456144,-55.995418,31236.0,2015,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,1677305385,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.547511,-55.883696,31236.0,2015,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3455685205,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.986086,-56.131442,31218.0,2014,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6133339365,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.463397,-55.924808,31236.0,2014,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6133043947,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.512576,-55.913313,31236.0,2014,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6133605515,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.478209,-55.90234,31236.0,2014,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,2609182467,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-5.638562,-57.220476,48475.0,2013,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4936587715,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.502829,-55.928737,31236.0,2013,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4936783457,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.516467,-55.970635,31236.0,2013,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,5019638766,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.597601,-55.931152,250.0,2013,HUMAN_OBSERVATION,,,BR
Ateles,5020841050,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.597601,-55.931152,250.0,2013,HUMAN_OBSERVATION,,,BR
Ateles,5024791908,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.597601,-55.931152,250.0,2013,HUMAN_OBSERVATION,,,BR
Ateles,5026515362,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.597601,-55.931152,250.0,2013,HUMAN_OBSERVATION,,,BR
Ateles,5028085083,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.597601,-55.931152,250.0,2013,HUMAN_OBSERVATION,,,BR
Ateles,5063690727,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.285038,-55.984936,31245.0,2012,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6510527295,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-5.632222,-55.88,,2012,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6250175332,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-5.6324,-57.1317,,2012,HUMAN_OBSERVATION,,,BR
Ateles,2802914664,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.405962,-55.855558,31236.0,2011,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,4516312790,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.231544,-55.993546,31245.0,2011,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,2826124913,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.492321,-55.818525,31236.0,2011,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3385072184,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-6.235462,-55.676847,31356.0,2011,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3079521062,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.531072,-55.93972,31236.0,2009,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,3031713972,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.597301,-55.912596,31236.0,2009,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6510177068,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-4.611667,-55.477222,,2009,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,4399940471,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.497629,-55.828653,31236.0,2009,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,6510706227,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-5.041944,-55.523611,,2008,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6511346257,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-4.943331,-55.5525,,2008,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,6511328865,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-4.90794,-56.43352,,2007,HUMAN_OBSERVATION,ICMBio|Dados de ocorrência de espécies do Sistema de Autorização e Informações de Biodiversidade (SISBio) do ICMBio,,BR
Ateles,3994232238,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-9.785951,-55.937178,31227.0,2005,HUMAN_OBSERVATION,iNaturalist research-grade observations,,BR
Ateles,1319302019,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-4.42,-55.33,,1971,PRESERVED_SPECIMEN,NMNH Extant Biology,,BR
Ateles,6120803494,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1966,PRESERVED_SPECIMEN,,,BR
Ateles,6120805309,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1966,PRESERVED_SPECIMEN,,,BR
Ateles,6120802536,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.666667,-55.5,,1966,PRESERVED_SPECIMEN,,,BR
Ateles,6120803146,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1966,PRESERVED_SPECIMEN,,,BR
Ateles,6120807694,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1966,PRESERVED_SPECIMEN,,,BR
Ateles,6120814345,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1966,PRESERVED_SPECIMEN,,,BR
Ateles,6120817523,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,6120801933,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,6120806826,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.8,-55.533333,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,6120810075,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,6120814371,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.666667,-55.5,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,6120820015,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,6120820561,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,6120821686,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,6120823014,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,6120825327,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1962,PRESERVED_SPECIMEN,,,BR
Ateles,665903712,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.9,-55.083332,,1960,PRESERVED_SPECIMEN,,,BR
Ateles,665865517,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.666667,-55.5,,1960,PRESERVED_SPECIMEN,,,BR
Ateles,6120825911,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1960,PRESERVED_SPECIMEN,,,BR
Ateles,6120823837,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.829444,-55.496944,,1960,PRESERVED_SPECIMEN,,,BR
Ateles,665903713,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.9,-55.083332,,1960,PRESERVED_SPECIMEN,,,BR
Ateles,665903709,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.9,-55.083332,,1959,PRESERVED_SPECIMEN,,,BR
Ateles,665903710,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.9,-55.083332,,1959,PRESERVED_SPECIMEN,,,BR
Ateles,665903711,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.9,-55.083332,,1959,PRESERVED_SPECIMEN,,,BR
Ateles,1919830631,"Ateles belzebuth marginatus (É.Geoffroy, 1809)",Ateles marginatus,5786083,2436644,-8.0,-57.0,,1957,PRESERVED_SPECIMEN,,,BR
Ateles,6120821448,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.833333,-55.033333,,1936,PRESERVED_SPECIMEN,,,BR
Ateles,6120809417,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.05,-55.116667,,1936,PRESERVED_SPECIMEN,,,BR
Ateles,6120817160,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.05,-55.116667,,1936,PRESERVED_SPECIMEN,,,BR
Ateles,6120801315,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.833333,-55.033333,,1936,PRESERVED_SPECIMEN,,,BR
Ateles,6120801378,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.05,-55.116667,,1936,PRESERVED_SPECIMEN,,,BR
Ateles,6120801703,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-3.05,-55.116667,,1936,PRESERVED_SPECIMEN,,,BR
Ateles,6120805844,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.833333,-55.033333,,1936,PRESERVED_SPECIMEN,,,BR
Ateles,6120807227,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.833333,-55.033333,,1936,PRESERVED_SPECIMEN,,,BR
Ateles,6120813479,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.833333,-55.033333,,1936,PRESERVED_SPECIMEN,,,BR
Ateles,6120822110,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.833333,-55.033333,,1935,PRESERVED_SPECIMEN,,,BR
Ateles,6120801474,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.833333,-55.033333,,1935,PRESERVED_SPECIMEN,,,BR
Ateles,6120803788,"Ateles marginatus É.Geoffroy Saint-Hilaire, 1809",Ateles marginatus,2436644,2436644,-2.833333,-55.033333,,1935,PRESERVED_SPECIMEN,,,BR
